"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"DNK","Denmark","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",46.87,,
"DNK","Denmark","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",51,,
"DNK","Denmark","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",53,,
"DNK","Denmark","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",57,,
"DNK","Denmark","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",45,,
"DNK","Denmark","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",28,,
"DNK","Denmark","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.26,,
"DNK","Denmark","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",18.79,,
"DNK","Denmark","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",29.47,,
"DNK","Denmark","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",23.48,,
"DNK","Denmark","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",24.08,,
"DNK","Denmark","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",22.22,,
"DNK","Denmark","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",32.22,,
"DNK","Denmark","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",49.76,,
"DNK","Denmark","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",56.06,,
"DNK","Denmark","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",30.73,,
"DNK","Denmark","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",32.46,,
"DNK","Denmark","AGE_CM","Average age of cabinet members","2018","2018",47.36,,
"FIN","Finland","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",21.09,,
"FIN","Finland","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",76.94,,
"FIN","Finland","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",1.96,,
"FIN","Finland","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",71,,
"FIN","Finland","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",48.29,,
"FIN","Finland","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",55,,
"FIN","Finland","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",58,,
"FIN","Finland","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",60,,
"FIN","Finland","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",58,,
"FIN","Finland","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",36,,
"FIN","Finland","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-0.68,,
"FIN","Finland","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",15.11,,
"FIN","Finland","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",16.58,,
"FIN","Finland","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",30.86,,
"FIN","Finland","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",31.23,,
"FIN","Finland","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",34.11,,
"FIN","Finland","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",38.02,,
"FIN","Finland","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",44.88,,
"FIN","Finland","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",61.37,,
"FIN","Finland","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",36,,
"FIN","Finland","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",31.92,,
"FIN","Finland","AGE_CM","Average age of cabinet members","2018","2018",47.44,,
"FRA","France","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",39.26,,
"FRA","France","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",37.35,,
"FRA","France","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",23.39,,
"FRA","France","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",63.76,,
"FRA","France","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",48.51,,
"FRA","France","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",64,,
"FRA","France","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",66,,
"FRA","France","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",69,,
"FRA","France","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",62,,
"FRA","France","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",52,,
"FRA","France","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.65,,
"FRA","France","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",21.24,,
"FRA","France","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",16.89,,
"FRA","France","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",23.92,,
"FRA","France","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",27.7,,
"FRA","France","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",32,,
"FRA","France","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",30.77,,
"FRA","France","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",34.84,,
"FRA","France","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",61.37,,
"FRA","France","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",7.57,,
"FRA","France","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",31.25,,
"FRA","France","AGE_CM","Average age of cabinet members","2018","2018",55.28,,
"DEU","Germany","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",10.72,,
"DEU","Germany","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",81,,
"DEU","Germany","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",8.29,,
"DEU","Germany","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",55.46,,
"DEU","Germany","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",46.65,,
"DEU","Germany","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",32,,
"DEU","Germany","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.94,,
"DEU","Germany","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",30.03,,
"DEU","Germany","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",16.63,,
"DEU","Germany","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",20.08,,
"DEU","Germany","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",29.39,,
"DEU","Germany","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",32.47,,
"DEU","Germany","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",51.26,,
"DEU","Germany","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",71.35,,
"DEU","Germany","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",17.59,,
"DEU","Germany","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",30.16,,
"DEU","Germany","AGE_CM","Average age of cabinet members","2018","2018",59.77,,
"GRC","Greece","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",76.71,,
"GRC","Greece","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",19.87,,
"GRC","Greece","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",3.45,,
"GRC","Greece","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",47.85,,
"GRC","Greece","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",42.05,,
"GRC","Greece","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-0.04,,
"GRC","Greece","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",4,,
"GRC","Greece","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",1.76,,
"GRC","Greece","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",27.07,,
"GRC","Greece","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",36.61,,
"GRC","Greece","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",50.63,,
"GRC","Greece","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",52.93,,
"GRC","Greece","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",55.91,,
"GRC","Greece","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",53.74,,
"GRC","Greece","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",12,,
"GRC","Greece","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",29.18,,
"GRC","Greece","AGE_CM","Average age of cabinet members","2018","2018",60.59,,
"HUN","Hungary","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",67.54,,
"HUN","Hungary","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",32.39,,
"HUN","Hungary","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0.08,,
"HUN","Hungary","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",60.03,,
